domain,release_id,source_split,source_id,relative_path,raw_sha256,raw_size_bytes,width,height,group_id,source_url,license_reference,rights_status,use_limitations
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,000df88b-87aa-421d-8b9b-749d047f6f52,diffusiondb-2m/selected-20260926/part-000268/000df88b-87aa-421d-8b9b-749d047f6f52.png,0e0e46e0a571e1995ee24022b90f7bc153c8d0556a1f181da75d2fd4bb5d2806,433060,512,512,raw-0e0e46e0a571e1995ee24022b90f7bc153c8d0556a1f181da75d2fd4bb5d2806,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3262ac3c-2198-4c36-a92e-3f9598bb3228,diffusiondb-2m/selected-20260926/part-000268/3262ac3c-2198-4c36-a92e-3f9598bb3228.png,fc0eae11c3a5a23150afc3ea8efc6bb5b9214425f0e616ce8ee32a67cfe6fe6e,528597,512,640,raw-fc0eae11c3a5a23150afc3ea8efc6bb5b9214425f0e616ce8ee32a67cfe6fe6e,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,326c7dfc-fc45-4028-ac6a-ed9a812c4cfd,diffusiondb-2m/selected-20260926/part-000268/326c7dfc-fc45-4028-ac6a-ed9a812c4cfd.png,df2b9185aef3fbee12094f43f9283edec5515cba66b5d11cbf12d0616aef0c1f,728709,1024,512,raw-df2b9185aef3fbee12094f43f9283edec5515cba66b5d11cbf12d0616aef0c1f,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,336279e0-31ad-4a48-903e-bdf8954948ae,diffusiondb-2m/selected-20260926/part-000268/336279e0-31ad-4a48-903e-bdf8954948ae.png,bddad56c22200218be24abc76d410ea80164427347a139ce7237eabc4d6d0bce,685240,512,768,raw-bddad56c22200218be24abc76d410ea80164427347a139ce7237eabc4d6d0bce,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,34bdb1df-17db-47f6-b2fb-35f88bc5ebce,diffusiondb-2m/selected-20260926/part-000268/34bdb1df-17db-47f6-b2fb-35f88bc5ebce.png,13be01f977438c8e99020cf627a267792e3f203c7b9a63a8973bd22c2b6ef2f4,577724,512,768,raw-13be01f977438c8e99020cf627a267792e3f203c7b9a63a8973bd22c2b6ef2f4,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,35175409-c664-42e8-a43f-a5774dda58fa,diffusiondb-2m/selected-20260926/part-000268/35175409-c664-42e8-a43f-a5774dda58fa.png,107a75ae1fb45f271e07f33c36812a3235bf990deb618fabfc62296bf96db33f,751498,512,896,raw-107a75ae1fb45f271e07f33c36812a3235bf990deb618fabfc62296bf96db33f,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,360e3cab-1340-41fe-814d-d3fb82cda466,diffusiondb-2m/selected-20260926/part-000268/360e3cab-1340-41fe-814d-d3fb82cda466.png,78ba169277889a91f4cef5497b9394e5fac93683521e88e938f71827c627610e,1115209,768,768,raw-78ba169277889a91f4cef5497b9394e5fac93683521e88e938f71827c627610e,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3674c907-fc56-455c-b4ae-4b2b7a787363,diffusiondb-2m/selected-20260926/part-000268/3674c907-fc56-455c-b4ae-4b2b7a787363.png,1224b70150f0c9b85c93625fca9ac12054054faba797d3affbb5c85b0553d0ba,760171,512,640,raw-1224b70150f0c9b85c93625fca9ac12054054faba797d3affbb5c85b0553d0ba,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,36b252d4-cc31-47a9-b80b-d21a759d9caa,diffusiondb-2m/selected-20260926/part-000268/36b252d4-cc31-47a9-b80b-d21a759d9caa.png,29ba83e8f230e3b5788551f1f4917ebfd1c16d99e9c040e65a5690d4f10402b5,372327,512,512,raw-29ba83e8f230e3b5788551f1f4917ebfd1c16d99e9c040e65a5690d4f10402b5,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,37452a63-fcb4-4ed8-9a18-35fd872b34be,diffusiondb-2m/selected-20260926/part-000268/37452a63-fcb4-4ed8-9a18-35fd872b34be.png,33c5d3f5cfeb85ca385934db3f4ae1d892871e3c2bc5b9ac3f2772ccd48b96e4,564682,512,768,raw-33c5d3f5cfeb85ca385934db3f4ae1d892871e3c2bc5b9ac3f2772ccd48b96e4,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,396d31a7-c7f2-4b50-860f-960ecd1870dd,diffusiondb-2m/selected-20260926/part-000268/396d31a7-c7f2-4b50-860f-960ecd1870dd.png,7b5ceec7d0dfbf06677d3b71c514a460e2fd980f22f114c10df5a23619c65270,478343,512,512,raw-7b5ceec7d0dfbf06677d3b71c514a460e2fd980f22f114c10df5a23619c65270,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,39841a52-969f-453d-bda2-dbd6e6cb902f,diffusiondb-2m/selected-20260926/part-000268/39841a52-969f-453d-bda2-dbd6e6cb902f.png,8cc14fbf92f8bdc912d2403ff1ea741085df29004f5b72c5876d75f42d1bf81b,378548,512,512,raw-8cc14fbf92f8bdc912d2403ff1ea741085df29004f5b72c5876d75f42d1bf81b,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,39e4bfdd-be01-444e-a046-b68acb2ae1d7,diffusiondb-2m/selected-20260926/part-000268/39e4bfdd-be01-444e-a046-b68acb2ae1d7.png,e8081dafa94bd4081d088991433d040227b2f331dcb1a973bf26651aa0c9d19f,614877,512,704,raw-e8081dafa94bd4081d088991433d040227b2f331dcb1a973bf26651aa0c9d19f,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3a57b056-bd32-4c6f-b99e-6e571f8f1238,diffusiondb-2m/selected-20260926/part-000268/3a57b056-bd32-4c6f-b99e-6e571f8f1238.png,8ecde67213c42faae4c27df7ee3e50eb947fdb945089baa7ff705aafcb93f069,447450,512,512,raw-8ecde67213c42faae4c27df7ee3e50eb947fdb945089baa7ff705aafcb93f069,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3b8aa08b-77ba-4de9-bc41-bb7bea2f3f5e,diffusiondb-2m/selected-20260926/part-000268/3b8aa08b-77ba-4de9-bc41-bb7bea2f3f5e.png,5ed58d024f37c9b9b9401721f73380682ef9ab7846100c5fbade4665ce49afd0,535205,512,512,raw-5ed58d024f37c9b9b9401721f73380682ef9ab7846100c5fbade4665ce49afd0,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3b91dfa7-4e59-4252-8a6b-50b9218fc599,diffusiondb-2m/selected-20260926/part-000268/3b91dfa7-4e59-4252-8a6b-50b9218fc599.png,eb1fa7c2a87d877da9124db46f9eb78ecdfa1e7312b09fbe0feb19d8a7c44599,1098483,1024,512,raw-eb1fa7c2a87d877da9124db46f9eb78ecdfa1e7312b09fbe0feb19d8a7c44599,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3bebcf44-3b94-4f63-8e9b-b9aba4edb2c9,diffusiondb-2m/selected-20260926/part-000268/3bebcf44-3b94-4f63-8e9b-b9aba4edb2c9.png,98cc7c557ef215e27aeee4429cb779de4556897766d9396ee41c2cfcb87855d1,604744,512,512,raw-98cc7c557ef215e27aeee4429cb779de4556897766d9396ee41c2cfcb87855d1,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3bf2b273-b435-4ee0-b733-3541f5e49a79,diffusiondb-2m/selected-20260926/part-000268/3bf2b273-b435-4ee0-b733-3541f5e49a79.png,fef36f8556913ae5966b7acb1bca51c1aa0540fd513b29758d5a34d2712df1f5,949883,1024,512,raw-fef36f8556913ae5966b7acb1bca51c1aa0540fd513b29758d5a34d2712df1f5,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3d0300e1-38d8-412e-bc17-5d4753cf1e57,diffusiondb-2m/selected-20260926/part-000268/3d0300e1-38d8-412e-bc17-5d4753cf1e57.png,276c1950673071a56c8379115fed484bcdbae4c3395f6b978c29d222d6152148,1379097,1216,832,raw-276c1950673071a56c8379115fed484bcdbae4c3395f6b978c29d222d6152148,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3daabd84-0db3-4775-9a51-2fe721deab00,diffusiondb-2m/selected-20260926/part-000268/3daabd84-0db3-4775-9a51-2fe721deab00.png,3cf0a41b568bd12771e7c2bea742292ae1e6fff1cd7bfc72e70f15cca33a3c6f,1222613,1024,512,raw-3cf0a41b568bd12771e7c2bea742292ae1e6fff1cd7bfc72e70f15cca33a3c6f,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3e0170a5-da12-44c9-990c-fab01ac7692e,diffusiondb-2m/selected-20260926/part-000268/3e0170a5-da12-44c9-990c-fab01ac7692e.png,e66783fc991755e5ab701c8d49d0a09bf73002df72d0fd1524d13ad82afaf41a,666730,512,704,raw-e66783fc991755e5ab701c8d49d0a09bf73002df72d0fd1524d13ad82afaf41a,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3ef244fb-beac-45bc-8298-6d07b00fdb40,diffusiondb-2m/selected-20260926/part-000268/3ef244fb-beac-45bc-8298-6d07b00fdb40.png,2667472cc56715ca2b256cd7382c12f83d292036a6e5430b7983361f97e08a66,498599,512,640,raw-2667472cc56715ca2b256cd7382c12f83d292036a6e5430b7983361f97e08a66,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3f8ff61c-c021-48fc-8880-f7547b62b88e,diffusiondb-2m/selected-20260926/part-000268/3f8ff61c-c021-48fc-8880-f7547b62b88e.png,dd10f61bcabfddceb9be651a6bda3276de3bf13555206c13895acf0f8a7578ba,621253,512,640,raw-dd10f61bcabfddceb9be651a6bda3276de3bf13555206c13895acf0f8a7578ba,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3fa86929-c83e-4ca0-b539-edf77b1b0e35,diffusiondb-2m/selected-20260926/part-000268/3fa86929-c83e-4ca0-b539-edf77b1b0e35.png,056aea46f10e8dac3ba5bd432a57c2557ec1bc2c31652afa7d126a9dbff9a82e,877249,1024,512,raw-056aea46f10e8dac3ba5bd432a57c2557ec1bc2c31652afa7d126a9dbff9a82e,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,3fe397e2-e6d3-42ab-a8ab-ee700f1de4fe,diffusiondb-2m/selected-20260926/part-000268/3fe397e2-e6d3-42ab-a8ab-ee700f1de4fe.png,eb4a95611aa9fe5b390f17158c7846eaea74a801fbbce705321a2795afe74b8f,506848,512,512,raw-eb4a95611aa9fe5b390f17158c7846eaea74a801fbbce705321a2795afe74b8f,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,40059c56-2073-4269-807e-e919a1c55926,diffusiondb-2m/selected-20260926/part-000268/40059c56-2073-4269-807e-e919a1c55926.png,3a6c188f3b9042a8c29e811b676612f5fd4c9838be36dad592af90b87e6dce09,713117,512,640,raw-3a6c188f3b9042a8c29e811b676612f5fd4c9838be36dad592af90b87e6dce09,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,42461b36-91ea-4dbe-8fda-1fa94f392793,diffusiondb-2m/selected-20260926/part-000268/42461b36-91ea-4dbe-8fda-1fa94f392793.png,f4b3926570783616239483ed47a171132abe093def1198690a3fcc2b14e86680,1079965,1024,512,raw-f4b3926570783616239483ed47a171132abe093def1198690a3fcc2b14e86680,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,42aec60c-8a82-4702-97cb-9bb3bae28a03,diffusiondb-2m/selected-20260926/part-000268/42aec60c-8a82-4702-97cb-9bb3bae28a03.png,8d15bc41ab0dd0beebc86bf5672c4ab8d6734bc9ce4a2775be406f3ca1285dcc,1072815,768,512,raw-8d15bc41ab0dd0beebc86bf5672c4ab8d6734bc9ce4a2775be406f3ca1285dcc,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,431a9b4c-b4ed-4527-af47-6e546e139bf0,diffusiondb-2m/selected-20260926/part-000268/431a9b4c-b4ed-4527-af47-6e546e139bf0.png,5a321de66ccf3bfff069e2d7178cf35329408473acd089f350dd8b50e34c4087,649831,512,704,raw-5a321de66ccf3bfff069e2d7178cf35329408473acd089f350dd8b50e34c4087,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
diffusiondb,diffusiondb-2m-fb620fbe49fa4420e0734bd9c0df11f51176b61f,part-000268,437144f6-2715-4461-ac5d-886004d795bb,diffusiondb-2m/selected-20260926/part-000268/437144f6-2715-4461-ac5d-886004d795bb.png,bc2c772868e1e5043edc9d86548da47d0b03dbfcaa024d0c36f6d551624f3ec9,544801,512,704,raw-bc2c772868e1e5043edc9d86548da47d0b03dbfcaa024d0c36f6d551624f3ec9,https://huggingface.co/datasets/poloclub/diffusiondb/resolve/fb620fbe49fa4420e0734bd9c0df11f51176b61f/images/part-000268.zip,https://huggingface.co/datasets/poloclub/diffusiondb/blob/fb620fbe49fa4420e0734bd9c0df11f51176b61f/README.md,pending-image-rights,Local restricted academic research only; no redistribution/public figures; no legal or visual-content certification; curator CC0/terms claim not independent rights clearance; image/prompt NSFW scores strictly below0.10; metadata-screened not visually reviewed; no prompts/users; canonical/near/user dependence pending
